Generation,Best,Mean,Std,Min,Max
101,0.2973,0.2515,0.0119,0.1996,0.2973
102,0.2973,0.2518,0.0119,0.1938,0.2973
103,0.2973,0.2522,0.0119,0.1988,0.2973
104,0.2973,0.2526,0.0121,0.1996,0.2973
105,0.2973,0.253,0.0121,0.2004,0.2973
106,0.2973,0.2534,0.0121,0.1963,0.2973
107,0.2973,0.2538,0.0121,0.202,0.2973
108,0.3014,0.2541,0.0121,0.2044,0.3014
109,0.3014,0.2544,0.0121,0.1939,0.3014
110,0.3014,0.2547,0.0121,0.1955,0.3014
111,0.3014,0.255,0.0122,0.1971,0.3014
112,0.3014,0.2553,0.0122,0.2004,0.3014
113,0.3014,0.2556,0.0122,0.1907,0.3014
114,0.3014,0.2559,0.0122,0.2021,0.3014
115,0.3046,0.2562,0.0122,0.1947,0.3046
116,0.3046,0.2565,0.0121,0.2005,0.3046
117,0.3046,0.2566,0.0123,0.2013,0.3046
118,0.3046,0.257,0.0123,0.1874,0.3046
119,0.3046,0.2573,0.0124,0.1963,0.3046
120,0.3046,0.2577,0.0123,0.1988,0.3046
121,0.3046,0.2579,0.0124,0.1971,0.3046
122,0.3046,0.2583,0.0124,0.2029,0.3046
123,0.3046,0.2584,0.0126,0.1947,0.3046
124,0.3046,0.2587,0.0125,0.1996,0.3046
125,0.3046,0.259,0.0126,0.1979,0.3046
126,0.3046,0.2591,0.0126,0.2021,0.3046
127,0.3046,0.2593,0.0126,0.2013,0.3046
128,0.3046,0.2595,0.0126,0.1955,0.3046
129,0.3046,0.2598,0.0126,0.2053,0.3046
130,0.3046,0.2599,0.0128,0.2004,0.3046
131,0.3046,0.2602,0.0128,0.1963,0.3046
132,0.3046,0.2605,0.0128,0.1938,0.3046
133,0.3046,0.2607,0.0127,0.1963,0.3046
134,0.3046,0.261,0.0126,0.1996,0.3046
135,0.3046,0.2613,0.0125,0.1987,0.3046
136,0.3046,0.2613,0.0126,0.2061,0.3046
137,0.3088,0.2615,0.0126,0.2004,0.3088
138,0.3088,0.2618,0.0126,0.2021,0.3088
139,0.3088,0.262,0.0127,0.2069,0.3088
140,0.3088,0.2622,0.0127,0.1963,0.3088
141,0.3088,0.2624,0.0127,0.2069,0.3088
142,0.3088,0.2627,0.0127,0.2045,0.3088
143,0.3088,0.2629,0.0128,0.2094,0.3088
144,0.3088,0.2631,0.0128,0.2029,0.3088
145,0.3088,0.2634,0.0128,0.2044,0.3088
146,0.3088,0.2636,0.0128,0.2013,0.3088
147,0.3088,0.2638,0.0128,0.2061,0.3088
148,0.3088,0.264,0.0127,0.2085,0.3088
149,0.3088,0.2642,0.0126,0.2085,0.3088
150,0.3088,0.2645,0.0126,0.2061,0.3088
151,0.3088,0.2645,0.0125,0.2061,0.3088
152,0.3088,0.2647,0.0126,0.2044,0.3088
153,0.3088,0.2649,0.0125,0.2135,0.3088
154,0.3088,0.2652,0.0126,0.211,0.3088
155,0.3096,0.2655,0.0125,0.1996,0.3096
156,0.3096,0.2656,0.0125,0.2053,0.3096
157,0.3096,0.2657,0.0126,0.2085,0.3096
158,0.3096,0.266,0.0126,0.2094,0.3096
159,0.3193,0.2662,0.0126,0.2119,0.3193
160,0.3193,0.2663,0.0126,0.2053,0.3193
161,0.3193,0.2664,0.0127,0.2127,0.3193
162,0.3193,0.2665,0.0127,0.2102,0.3193
163,0.3193,0.2667,0.0127,0.2135,0.3193
164,0.3193,0.2669,0.0127,0.2094,0.3193
165,0.3193,0.2672,0.0127,0.2077,0.3193
166,0.3193,0.2674,0.0126,0.2102,0.3193
167,0.3193,0.2675,0.0127,0.2086,0.3193
168,0.3193,0.2676,0.0128,0.2094,0.3193
169,0.3193,0.2678,0.0128,0.1988,0.3193
170,0.3194,0.268,0.013,0.2029,0.3194
171,0.3194,0.2682,0.0129,0.2102,0.3194
172,0.3194,0.2682,0.013,0.202,0.3194
173,0.3194,0.2684,0.013,0.2077,0.3194
174,0.3194,0.2686,0.013,0.2021,0.3194
175,0.3194,0.2688,0.013,0.2077,0.3194
176,0.3194,0.2689,0.013,0.2029,0.3194
177,0.3194,0.269,0.0131,0.2102,0.3194
178,0.3194,0.2692,0.0128,0.2126,0.3194
179,0.3194,0.2693,0.0129,0.2135,0.3194
180,0.3194,0.2695,0.0129,0.2069,0.3194
181,0.3194,0.2696,0.0129,0.2158,0.3194
182,0.3194,0.2697,0.0131,0.2118,0.3194
183,0.3194,0.2698,0.013,0.211,0.3194
184,0.3194,0.2701,0.013,0.2134,0.3194
185,0.3218,0.2703,0.013,0.2119,0.3218
186,0.3218,0.2704,0.0128,0.2135,0.3218
187,0.3218,0.2705,0.0129,0.2069,0.3218
188,0.3218,0.2707,0.0129,0.2167,0.3218
189,0.3218,0.2709,0.013,0.2126,0.3218
190,0.3218,0.2709,0.013,0.193,0.3218
191,0.3218,0.2712,0.0129,0.2135,0.3218
192,0.3218,0.2714,0.0129,0.2183,0.3218
193,0.3218,0.2715,0.013,0.2135,0.3218
194,0.3218,0.2716,0.0131,0.2143,0.3218
195,0.3234,0.2718,0.013,0.2166,0.3234
196,0.3234,0.2718,0.013,0.2167,0.3234
197,0.3275,0.2719,0.0131,0.2143,0.3275
198,0.3291,0.2719,0.013,0.2127,0.3291
199,0.3291,0.2721,0.0132,0.2119,0.3291
200,0.3291,0.2723,0.0132,0.2166,0.3291
201,0.3291,0.2724,0.013,0.2126,0.3291
202,0.3291,0.2725,0.013,0.2183,0.3291
203,0.3316,0.2726,0.0132,0.2158,0.3316
204,0.3316,0.2727,0.0132,0.2191,0.3316
205,0.3316,0.2728,0.0132,0.22,0.3316
206,0.3316,0.2728,0.0134,0.215,0.3316
207,0.3316,0.2731,0.0132,0.2102,0.3316
208,0.3316,0.2731,0.0133,0.2175,0.3316
209,0.3316,0.2735,0.0133,0.2216,0.3316
210,0.3316,0.2736,0.0134,0.2086,0.3316
211,0.3316,0.2736,0.0133,0.2135,0.3316
212,0.3316,0.2736,0.0133,0.2167,0.3316
213,0.3316,0.2737,0.0133,0.2119,0.3316
214,0.3316,0.2737,0.0134,0.2166,0.3316
215,0.3316,0.2738,0.0134,0.211,0.3316
216,0.3316,0.2738,0.0133,0.2166,0.3316
217,0.3316,0.2739,0.0132,0.2175,0.3316
218,0.3316,0.2739,0.0134,0.2094,0.3316
219,0.3316,0.2741,0.0131,0.2191,0.3316
220,0.3316,0.2741,0.0131,0.224,0.3316
221,0.3316,0.2742,0.0132,0.2158,0.3316
222,0.3316,0.2744,0.0132,0.2061,0.3316
223,0.3316,0.2744,0.0131,0.22,0.3316
224,0.3316,0.2745,0.0132,0.2175,0.3316
225,0.3316,0.2747,0.0132,0.2143,0.3316
226,0.3316,0.2747,0.0133,0.2102,0.3316
227,0.3316,0.2749,0.0132,0.2167,0.3316
228,0.3316,0.2751,0.0133,0.2175,0.3316
229,0.3316,0.2752,0.0133,0.211,0.3316
230,0.3316,0.2753,0.0132,0.211,0.3316
231,0.3316,0.2755,0.0132,0.215,0.3316
232,0.3316,0.2755,0.0132,0.2183,0.3316
233,0.3316,0.2756,0.0131,0.2233,0.3316
234,0.3316,0.2756,0.0132,0.2166,0.3316
235,0.3316,0.2758,0.0131,0.2159,0.3316
236,0.3316,0.2757,0.0132,0.2183,0.3316
237,0.3316,0.2756,0.0133,0.2127,0.3316
238,0.3316,0.2758,0.0131,0.2208,0.3316
239,0.3316,0.2758,0.0131,0.2167,0.3316
240,0.3316,0.2761,0.0131,0.2086,0.3316
241,0.3316,0.2761,0.0131,0.2126,0.3316
242,0.3316,0.2762,0.0132,0.2143,0.3316
243,0.3316,0.2763,0.0131,0.2078,0.3316
244,0.3316,0.2764,0.0131,0.2199,0.3316
245,0.3316,0.2764,0.0132,0.2102,0.3316
246,0.3316,0.2765,0.0131,0.22,0.3316
247,0.3316,0.2765,0.0132,0.2143,0.3316
248,0.3316,0.2766,0.0131,0.2241,0.3316
249,0.3316,0.2768,0.0131,0.2143,0.3316
250,0.3316,0.2768,0.0132,0.2159,0.3316
251,0.3316,0.2768,0.013,0.215,0.3316
252,0.3316,0.2768,0.013,0.2192,0.3316
253,0.3316,0.2769,0.013,0.22,0.3316
254,0.3316,0.277,0.013,0.215,0.3316
255,0.3316,0.2772,0.013,0.2224,0.3316
256,0.3316,0.2771,0.0129,0.2183,0.3316
257,0.3316,0.2771,0.0129,0.2175,0.3316
258,0.3316,0.2771,0.0129,0.2224,0.3316
259,0.3316,0.2771,0.0129,0.2216,0.3316
260,0.3316,0.2773,0.0128,0.22,0.3316
261,0.3316,0.2775,0.0129,0.2241,0.3316
262,0.3316,0.2776,0.0129,0.2134,0.3316
263,0.3316,0.2777,0.0129,0.2143,0.3316
264,0.3316,0.2779,0.0127,0.2102,0.3316
265,0.3316,0.2781,0.0128,0.2272,0.3316
266,0.3316,0.2781,0.0128,0.2232,0.3316
267,0.3316,0.278,0.0129,0.22,0.3316
268,0.3316,0.278,0.0129,0.2216,0.3316
269,0.3316,0.2779,0.013,0.2158,0.3316
270,0.3316,0.278,0.013,0.2192,0.3316
271,0.3316,0.278,0.0129,0.2233,0.3316
272,0.3316,0.2781,0.0129,0.224,0.3316
273,0.3316,0.2782,0.0127,0.2183,0.3316
274,0.3316,0.2782,0.0128,0.2191,0.3316
275,0.3316,0.2783,0.0129,0.2166,0.3316
276,0.3316,0.2783,0.0128,0.2167,0.3316
277,0.3316,0.2784,0.0129,0.22,0.3316
278,0.3316,0.2784,0.0129,0.2183,0.3316
279,0.3316,0.2785,0.0129,0.2224,0.3316
280,0.3316,0.2786,0.0129,0.2159,0.3316
281,0.3316,0.2787,0.0129,0.2143,0.3316
282,0.3316,0.2787,0.0129,0.2216,0.3316
283,0.3316,0.2788,0.0128,0.2135,0.3316
284,0.3316,0.2789,0.0129,0.2272,0.3316
285,0.3316,0.2789,0.0129,0.224,0.3316
286,0.3316,0.279,0.013,0.2127,0.3316
287,0.3316,0.2791,0.0131,0.2199,0.3316
288,0.3324,0.2792,0.0131,0.2225,0.3324
289,0.3324,0.2792,0.0131,0.2199,0.3324
290,0.3324,0.2792,0.013,0.2264,0.3324
291,0.3324,0.2793,0.0131,0.2118,0.3324
292,0.3324,0.2794,0.0131,0.22,0.3324
293,0.3324,0.2794,0.013,0.2232,0.3324
294,0.3324,0.2795,0.0131,0.2249,0.3324
295,0.3324,0.2796,0.0132,0.2232,0.3324
296,0.3324,0.2796,0.0132,0.2208,0.3324
297,0.3356,0.2797,0.0132,0.2207,0.3356
298,0.3356,0.2798,0.0131,0.2216,0.3356
299,0.3356,0.2796,0.0133,0.2241,0.3356
300,0.3356,0.2797,0.0133,0.2191,0.3356
301,0.3356,0.2798,0.0132,0.2225,0.3356
302,0.3356,0.2799,0.0133,0.224,0.3356
303,0.3356,0.28,0.0132,0.2134,0.3356
304,0.3356,0.2799,0.0131,0.2175,0.3356
305,0.3356,0.2798,0.0131,0.224,0.3356
306,0.3356,0.2798,0.0131,0.2241,0.3356
307,0.3356,0.2799,0.0131,0.2166,0.3356
308,0.3356,0.2801,0.0131,0.2233,0.3356
309,0.3356,0.2802,0.0131,0.2232,0.3356
310,0.3356,0.2801,0.0132,0.22,0.3356
311,0.3356,0.2801,0.0133,0.2175,0.3356
312,0.3356,0.2802,0.0131,0.22,0.3356
313,0.3356,0.2802,0.0131,0.215,0.3356
314,0.3356,0.28,0.0132,0.2192,0.3356
315,0.3356,0.28,0.0131,0.2167,0.3356
316,0.3356,0.28,0.013,0.2135,0.3356
317,0.3356,0.2801,0.013,0.2183,0.3356
318,0.3356,0.2802,0.0129,0.2241,0.3356
319,0.3356,0.2802,0.013,0.2241,0.3356
320,0.3356,0.2803,0.013,0.2158,0.3356
321,0.3356,0.2803,0.013,0.2264,0.3356
322,0.3356,0.2803,0.0131,0.2281,0.3356
323,0.3356,0.2804,0.0131,0.2216,0.3356
324,0.3356,0.2804,0.0131,0.2224,0.3356
325,0.3364,0.2804,0.0132,0.2249,0.3364
326,0.3364,0.2805,0.0132,0.2208,0.3364
327,0.3364,0.2805,0.0131,0.2224,0.3364
328,0.3422,0.2805,0.0131,0.2265,0.3422
329,0.3422,0.2805,0.0132,0.2241,0.3422
330,0.3422,0.2805,0.0131,0.2305,0.3422
331,0.3422,0.2805,0.0131,0.224,0.3422
332,0.3422,0.2805,0.0132,0.2241,0.3422
333,0.3422,0.2805,0.0133,0.2233,0.3422
334,0.3422,0.2805,0.0132,0.2208,0.3422
335,0.3422,0.2806,0.0133,0.2232,0.3422
336,0.3422,0.2806,0.0132,0.215,0.3422
337,0.3422,0.2806,0.0132,0.2248,0.3422
338,0.3422,0.2807,0.0132,0.2175,0.3422
339,0.3422,0.2807,0.0132,0.2264,0.3422
340,0.3422,0.2807,0.0133,0.2249,0.3422
341,0.3422,0.2807,0.0132,0.2241,0.3422
342,0.3422,0.2808,0.0134,0.2225,0.3422
343,0.3422,0.281,0.0132,0.2256,0.3422
344,0.3422,0.2809,0.0133,0.2249,0.3422
345,0.3422,0.2811,0.0133,0.2249,0.3422
346,0.3422,0.2811,0.0133,0.2233,0.3422
347,0.3422,0.281,0.0134,0.2216,0.3422
348,0.3422,0.2811,0.0134,0.2207,0.3422
349,0.3422,0.2814,0.0133,0.2249,0.3422
350,0.3422,0.2814,0.0134,0.2216,0.3422
351,0.3422,0.2815,0.0134,0.2241,0.3422
352,0.3422,0.2816,0.0133,0.2256,0.3422
353,0.3422,0.2813,0.0133,0.2233,0.3422
354,0.3422,0.2813,0.0134,0.2265,0.3422
355,0.3422,0.2813,0.0134,0.2249,0.3422
356,0.3422,0.2813,0.0135,0.224,0.3422
357,0.3422,0.2813,0.0135,0.2256,0.3422
358,0.3422,0.2813,0.0135,0.22,0.3422
359,0.3422,0.2813,0.0135,0.2216,0.3422
360,0.3422,0.2813,0.0134,0.22,0.3422
361,0.3422,0.2814,0.0134,0.2249,0.3422
362,0.3422,0.2813,0.0134,0.2273,0.3422
363,0.3422,0.2812,0.0135,0.2264,0.3422
364,0.3422,0.2815,0.0135,0.2225,0.3422
365,0.3422,0.2814,0.0135,0.2094,0.3422
366,0.3422,0.2815,0.0135,0.2166,0.3422
367,0.3422,0.2815,0.0135,0.2249,0.3422
368,0.3422,0.2815,0.0136,0.2233,0.3422
369,0.3422,0.2816,0.0135,0.2289,0.3422
370,0.3422,0.2817,0.0135,0.2256,0.3422
371,0.343,0.2816,0.0135,0.2225,0.343
372,0.343,0.2816,0.0133,0.2249,0.343
373,0.343,0.2815,0.0132,0.2208,0.343
374,0.343,0.2815,0.0133,0.2232,0.343
375,0.343,0.2815,0.0133,0.2257,0.343
376,0.343,0.2814,0.0134,0.2233,0.343
377,0.343,0.2815,0.0132,0.2273,0.343
378,0.343,0.2815,0.0133,0.2191,0.343
379,0.343,0.2815,0.0133,0.2175,0.343
380,0.343,0.2815,0.0132,0.2217,0.343
381,0.343,0.2815,0.0131,0.2249,0.343
382,0.343,0.2815,0.0133,0.2183,0.343
383,0.343,0.2816,0.0131,0.2135,0.343
384,0.343,0.2816,0.0132,0.2305,0.343
385,0.343,0.2817,0.0131,0.2297,0.343
386,0.343,0.2818,0.0131,0.2208,0.343
387,0.343,0.2818,0.013,0.215,0.343
388,0.343,0.282,0.0129,0.2233,0.343
389,0.343,0.2822,0.0129,0.2208,0.343
390,0.343,0.2821,0.013,0.2183,0.343
391,0.343,0.2821,0.013,0.2232,0.343
392,0.343,0.2821,0.013,0.2166,0.343
393,0.343,0.2821,0.0129,0.2249,0.343
394,0.343,0.2822,0.0131,0.2248,0.343
395,0.343,0.2823,0.0131,0.2208,0.343
396,0.343,0.2823,0.0131,0.2265,0.343
397,0.343,0.2822,0.013,0.2257,0.343
398,0.343,0.2823,0.013,0.2207,0.343
399,0.343,0.2823,0.013,0.2281,0.343
400,0.343,0.2823,0.0131,0.2273,0.343
401,0.343,0.2822,0.013,0.2224,0.343
402,0.343,0.2823,0.0129,0.2273,0.343
403,0.343,0.2823,0.0129,0.2233,0.343
404,0.343,0.2822,0.013,0.2233,0.343
405,0.343,0.2822,0.0129,0.2199,0.343
406,0.343,0.2821,0.013,0.2175,0.343
407,0.343,0.2823,0.0128,0.215,0.343
408,0.343,0.2823,0.0128,0.2272,0.343
409,0.343,0.2823,0.0128,0.22,0.343
410,0.343,0.2824,0.0129,0.2216,0.343
411,0.343,0.2826,0.0129,0.2143,0.343
412,0.343,0.2826,0.0128,0.2249,0.343
413,0.343,0.2825,0.013,0.2264,0.343
414,0.343,0.2826,0.013,0.2143,0.343
415,0.343,0.2827,0.0129,0.22,0.343
416,0.343,0.2827,0.0129,0.2224,0.343
417,0.343,0.2827,0.013,0.2224,0.343
418,0.343,0.2827,0.0131,0.2191,0.343
419,0.343,0.2827,0.0131,0.2134,0.343
420,0.343,0.2827,0.0131,0.2297,0.343
421,0.343,0.2827,0.013,0.2249,0.343
422,0.343,0.2828,0.013,0.22,0.343
423,0.343,0.2827,0.013,0.2191,0.343
424,0.343,0.2827,0.0128,0.2264,0.343
425,0.343,0.2826,0.013,0.2265,0.343
426,0.343,0.2827,0.0131,0.2086,0.343
427,0.343,0.2827,0.0132,0.2264,0.343
428,0.343,0.2829,0.013,0.228,0.343
429,0.343,0.283,0.013,0.2314,0.343
430,0.343,0.2829,0.0129,0.2314,0.343
431,0.343,0.2831,0.013,0.2224,0.343
432,0.343,0.2832,0.0129,0.2289,0.343
433,0.343,0.2832,0.0128,0.2256,0.343
434,0.343,0.2833,0.0128,0.2313,0.343
435,0.343,0.2833,0.0129,0.2232,0.343
436,0.343,0.2833,0.0129,0.2322,0.343
437,0.343,0.2833,0.0128,0.2249,0.343
438,0.343,0.2831,0.0129,0.2273,0.343
439,0.343,0.283,0.013,0.22,0.343
440,0.343,0.283,0.013,0.2281,0.343
441,0.343,0.2831,0.013,0.2281,0.343
442,0.343,0.2831,0.0131,0.2233,0.343
443,0.343,0.2832,0.0131,0.2249,0.343
444,0.343,0.2832,0.0129,0.2233,0.343
445,0.343,0.2832,0.0129,0.2273,0.343
446,0.343,0.2831,0.013,0.2167,0.343
447,0.343,0.2831,0.0129,0.2265,0.343
448,0.343,0.2832,0.0129,0.2305,0.343
449,0.343,0.2832,0.013,0.2264,0.343
450,0.343,0.2832,0.0129,0.2273,0.343
451,0.343,0.2832,0.0129,0.2208,0.343
452,0.343,0.2833,0.0128,0.2127,0.343
453,0.343,0.2832,0.0131,0.2216,0.343
454,0.343,0.2833,0.0131,0.2167,0.343
455,0.343,0.2834,0.0131,0.2248,0.343
456,0.343,0.2835,0.013,0.2241,0.343
457,0.343,0.2834,0.0131,0.2288,0.343
458,0.343,0.2835,0.013,0.2249,0.343
459,0.343,0.2834,0.0131,0.2217,0.343
460,0.343,0.2834,0.013,0.2289,0.343
461,0.343,0.2834,0.0129,0.2322,0.343
462,0.343,0.2835,0.0128,0.2102,0.343
463,0.343,0.2833,0.0129,0.2232,0.343
464,0.343,0.2832,0.013,0.2273,0.343
465,0.343,0.2833,0.0129,0.2264,0.343
466,0.343,0.2833,0.0129,0.2158,0.343
467,0.343,0.2834,0.013,0.2241,0.343
468,0.343,0.2836,0.0129,0.2224,0.343
469,0.343,0.2835,0.0131,0.22,0.343
470,0.343,0.2836,0.0131,0.2264,0.343
471,0.343,0.2835,0.0131,0.2289,0.343
472,0.343,0.2836,0.0131,0.2183,0.343
473,0.343,0.2835,0.0131,0.2192,0.343
474,0.343,0.2837,0.0131,0.2314,0.343
475,0.343,0.2837,0.0131,0.2248,0.343
476,0.343,0.2839,0.0131,0.2249,0.343
477,0.343,0.2839,0.0131,0.2305,0.343
478,0.343,0.2839,0.0131,0.2199,0.343
479,0.343,0.2838,0.013,0.2191,0.343
480,0.343,0.2839,0.013,0.2232,0.343
481,0.343,0.2839,0.0129,0.2297,0.343
482,0.343,0.284,0.013,0.2297,0.343
483,0.343,0.284,0.013,0.2249,0.343
484,0.343,0.2841,0.0131,0.2134,0.343
485,0.343,0.2842,0.0132,0.2265,0.343
486,0.343,0.2842,0.0131,0.2297,0.343
487,0.343,0.2841,0.013,0.2256,0.343
488,0.343,0.2841,0.0132,0.2241,0.343
489,0.343,0.2842,0.0131,0.2241,0.343
490,0.343,0.2841,0.0132,0.2232,0.343
491,0.343,0.2841,0.0133,0.2158,0.343
492,0.343,0.2843,0.0132,0.2306,0.343
493,0.343,0.2842,0.0133,0.2249,0.343
494,0.343,0.2842,0.0132,0.2199,0.343
495,0.343,0.2843,0.0131,0.2199,0.343
496,0.343,0.2844,0.013,0.2347,0.343
497,0.343,0.2845,0.0132,0.2183,0.343
498,0.343,0.2845,0.0132,0.2249,0.343
499,0.343,0.2845,0.0131,0.2289,0.343
500,0.343,0.2845,0.0132,0.2241,0.343
501,0.343,0.2845,0.013,0.2256,0.343
502,0.343,0.2844,0.0131,0.2166,0.343
503,0.343,0.2844,0.0131,0.2241,0.343
504,0.343,0.2843,0.0132,0.228,0.343
505,0.343,0.2844,0.0131,0.2224,0.343
506,0.343,0.2845,0.0131,0.2233,0.343
507,0.343,0.2845,0.0131,0.2297,0.343
508,0.343,0.2846,0.013,0.224,0.343
509,0.343,0.2846,0.0131,0.2273,0.343
510,0.343,0.2847,0.0129,0.2167,0.343
511,0.343,0.2846,0.0129,0.2215,0.343
512,0.343,0.2847,0.0129,0.2289,0.343
513,0.343,0.2847,0.0127,0.2272,0.343
514,0.343,0.2847,0.0128,0.2199,0.343
515,0.343,0.2847,0.0128,0.2289,0.343
516,0.343,0.2847,0.0128,0.2208,0.343
517,0.343,0.2847,0.0128,0.2216,0.343
518,0.343,0.2845,0.0128,0.2297,0.343
519,0.343,0.2846,0.0128,0.2281,0.343
520,0.3438,0.2846,0.0128,0.2249,0.3438
521,0.3438,0.2847,0.0128,0.2297,0.3438
522,0.3438,0.2847,0.0129,0.2297,0.3438
523,0.3438,0.2849,0.013,0.229,0.3438
524,0.3438,0.2849,0.013,0.2265,0.3438
525,0.3438,0.285,0.0131,0.2241,0.3438
526,0.3438,0.2851,0.0132,0.2256,0.3438
527,0.3438,0.2851,0.0131,0.2264,0.3438
528,0.3438,0.285,0.0131,0.2264,0.3438
529,0.3438,0.2849,0.0131,0.2289,0.3438
530,0.3438,0.285,0.0133,0.2256,0.3438
531,0.3438,0.2849,0.0133,0.2208,0.3438
532,0.3438,0.2849,0.0132,0.2297,0.3438
533,0.3438,0.285,0.0134,0.2224,0.3438
534,0.3438,0.285,0.0133,0.2216,0.3438
