Generation,Best,Mean,Std,Min,Max
215,0.3104,0.2633,0.0135,0.2044,0.3104
216,0.3104,0.2635,0.0135,0.2029,0.3104
217,0.3104,0.2636,0.0135,0.2119,0.3104
218,0.3104,0.2638,0.0135,0.2037,0.3104
219,0.3104,0.264,0.0134,0.2078,0.3104
220,0.3104,0.2639,0.0135,0.2061,0.3104
221,0.3104,0.2639,0.0135,0.2012,0.3104
222,0.3104,0.2639,0.0135,0.2037,0.3104
223,0.3104,0.2641,0.0136,0.2061,0.3104
224,0.3104,0.2641,0.0136,0.1947,0.3104
225,0.3104,0.2641,0.0137,0.2037,0.3104
226,0.3104,0.2641,0.0137,0.2053,0.3104
227,0.3104,0.2642,0.0137,0.1946,0.3104
228,0.3104,0.2642,0.0136,0.2021,0.3104
229,0.3128,0.2644,0.0136,0.1906,0.3128
230,0.3128,0.2644,0.0136,0.1946,0.3128
231,0.3128,0.2645,0.0136,0.2012,0.3128
232,0.3128,0.2645,0.0136,0.2029,0.3128
233,0.3128,0.2646,0.0136,0.1915,0.3128
234,0.3128,0.2645,0.0138,0.2037,0.3128
235,0.3128,0.2647,0.0138,0.2021,0.3128
236,0.3128,0.2648,0.0138,0.2044,0.3128
237,0.3128,0.2651,0.0138,0.2052,0.3128
238,0.3128,0.2652,0.0138,0.2012,0.3128
239,0.3128,0.2652,0.0138,0.1988,0.3128
240,0.3128,0.2654,0.0138,0.2061,0.3128
241,0.3128,0.2655,0.014,0.1971,0.3128
242,0.3128,0.2657,0.0139,0.1915,0.3128
243,0.3128,0.2661,0.0139,0.2021,0.3128
244,0.3128,0.266,0.0139,0.198,0.3128
245,0.3128,0.266,0.0138,0.2068,0.3128
246,0.3136,0.2662,0.0137,0.2069,0.3136
247,0.3136,0.2662,0.0138,0.1972,0.3136
248,0.3136,0.2662,0.0137,0.2029,0.3136
249,0.3136,0.2662,0.0137,0.1971,0.3136
250,0.3136,0.2663,0.0138,0.2021,0.3136
251,0.3136,0.2666,0.0136,0.2093,0.3136
252,0.3136,0.2666,0.0137,0.2077,0.3136
253,0.3136,0.2667,0.0137,0.2028,0.3136
254,0.3136,0.2667,0.0138,0.2053,0.3136
255,0.3136,0.2667,0.0139,0.1996,0.3136
256,0.3136,0.2667,0.0138,0.2094,0.3136
257,0.3136,0.2667,0.0138,0.2004,0.3136
258,0.3136,0.2667,0.014,0.2094,0.3136
259,0.3136,0.2669,0.0139,0.2029,0.3136
260,0.3152,0.267,0.0139,0.2021,0.3152
261,0.3152,0.267,0.0137,0.2127,0.3152
262,0.3152,0.267,0.0139,0.2021,0.3152
263,0.3161,0.2671,0.014,0.1947,0.3161
264,0.3161,0.2672,0.0138,0.2061,0.3161
265,0.3185,0.2672,0.014,0.2004,0.3185
266,0.3185,0.2672,0.014,0.2053,0.3185
267,0.3185,0.2673,0.014,0.2021,0.3185
268,0.3185,0.2674,0.014,0.2086,0.3185
269,0.3185,0.2674,0.014,0.2086,0.3185
270,0.3185,0.2673,0.0141,0.2085,0.3185
271,0.3185,0.2675,0.014,0.206,0.3185
272,0.3185,0.2675,0.0139,0.2036,0.3185
273,0.3185,0.2676,0.0139,0.2037,0.3185
274,0.3185,0.2678,0.0138,0.2118,0.3185
275,0.3185,0.2679,0.0138,0.2127,0.3185
276,0.3185,0.268,0.0137,0.2127,0.3185
277,0.3185,0.268,0.0138,0.2119,0.3185
278,0.3185,0.2682,0.0138,0.211,0.3185
279,0.3185,0.2683,0.0138,0.2094,0.3185
280,0.3185,0.2684,0.0138,0.2094,0.3185
281,0.3185,0.2684,0.0139,0.2135,0.3185
282,0.3185,0.2686,0.0138,0.2012,0.3185
283,0.3185,0.2688,0.0139,0.2135,0.3185
284,0.321,0.2689,0.014,0.2061,0.321
285,0.321,0.269,0.0138,0.2068,0.321
286,0.321,0.2688,0.0138,0.2102,0.321
287,0.3218,0.2688,0.0139,0.2053,0.3218
288,0.3218,0.2688,0.0139,0.2143,0.3218
289,0.3218,0.2688,0.0137,0.22,0.3218
290,0.3218,0.2687,0.0138,0.2029,0.3218
291,0.3218,0.2688,0.0137,0.2094,0.3218
292,0.3218,0.2689,0.0138,0.2118,0.3218
293,0.3218,0.2688,0.0139,0.2077,0.3218
294,0.3218,0.2687,0.0139,0.2061,0.3218
295,0.3218,0.269,0.014,0.2118,0.3218
296,0.3218,0.2691,0.0139,0.2143,0.3218
297,0.3218,0.2691,0.0139,0.211,0.3218
298,0.3218,0.2693,0.0139,0.2118,0.3218
299,0.3218,0.2694,0.014,0.2044,0.3218
300,0.3218,0.2694,0.0139,0.2013,0.3218
301,0.3218,0.2695,0.014,0.2143,0.3218
302,0.3218,0.2695,0.014,0.2102,0.3218
303,0.3218,0.2696,0.014,0.2135,0.3218
304,0.3218,0.2697,0.014,0.2118,0.3218
305,0.3218,0.2697,0.014,0.2077,0.3218
306,0.3218,0.2697,0.014,0.2135,0.3218
307,0.3218,0.2698,0.0141,0.2093,0.3218
308,0.3218,0.2698,0.014,0.2069,0.3218
309,0.3218,0.27,0.0141,0.2143,0.3218
310,0.3218,0.27,0.0141,0.2085,0.3218
311,0.3218,0.27,0.0142,0.211,0.3218
312,0.3218,0.2701,0.0143,0.2102,0.3218
313,0.3218,0.2701,0.0142,0.2086,0.3218
314,0.3218,0.2702,0.0142,0.2119,0.3218
315,0.3218,0.2702,0.0143,0.2021,0.3218
316,0.3218,0.2704,0.0143,0.2077,0.3218
317,0.3218,0.2703,0.0144,0.2118,0.3218
318,0.3218,0.2703,0.0143,0.2061,0.3218
319,0.3218,0.2704,0.0143,0.2094,0.3218
320,0.3258,0.2705,0.0143,0.2118,0.3258
321,0.3258,0.2704,0.0143,0.2118,0.3258
322,0.3258,0.2704,0.0143,0.2012,0.3258
323,0.3258,0.2706,0.0144,0.2069,0.3258
324,0.3258,0.2707,0.0145,0.206,0.3258
325,0.3258,0.2707,0.0145,0.2053,0.3258
326,0.3258,0.2708,0.0145,0.2094,0.3258
327,0.3258,0.2708,0.0145,0.2135,0.3258
328,0.3258,0.2709,0.0145,0.211,0.3258
329,0.3258,0.2709,0.0145,0.2069,0.3258
330,0.3258,0.2711,0.0145,0.2175,0.3258
331,0.3258,0.271,0.0145,0.2037,0.3258
332,0.3258,0.271,0.0146,0.2085,0.3258
333,0.3258,0.2711,0.0145,0.211,0.3258
334,0.3258,0.2712,0.0145,0.2126,0.3258
335,0.3258,0.2713,0.0145,0.2126,0.3258
336,0.3258,0.2715,0.0145,0.2069,0.3258
337,0.3258,0.2714,0.0146,0.2118,0.3258
338,0.3258,0.2715,0.0145,0.2044,0.3258
339,0.3258,0.2714,0.0145,0.2143,0.3258
340,0.3258,0.2713,0.0145,0.2053,0.3258
341,0.3258,0.2713,0.0146,0.1979,0.3258
342,0.3258,0.2714,0.0145,0.2126,0.3258
343,0.3258,0.2716,0.0145,0.2094,0.3258
344,0.3258,0.2715,0.0145,0.2085,0.3258
345,0.3258,0.2715,0.0145,0.2021,0.3258
346,0.3258,0.2717,0.0144,0.215,0.3258
347,0.3258,0.2716,0.0143,0.2069,0.3258
348,0.3258,0.2716,0.0143,0.1988,0.3258
349,0.3258,0.2717,0.0143,0.2085,0.3258
350,0.3258,0.2718,0.0143,0.2086,0.3258
351,0.3258,0.2719,0.0144,0.2085,0.3258
352,0.3258,0.272,0.0144,0.1996,0.3258
353,0.3258,0.272,0.0144,0.2102,0.3258
354,0.3258,0.2719,0.0144,0.2183,0.3258
355,0.3258,0.272,0.0143,0.2037,0.3258
356,0.3258,0.272,0.0143,0.2143,0.3258
357,0.3258,0.272,0.0144,0.2135,0.3258
358,0.3258,0.2721,0.0144,0.211,0.3258
359,0.3258,0.2722,0.0144,0.2053,0.3258
360,0.3258,0.2722,0.0143,0.2175,0.3258
361,0.3258,0.2722,0.0143,0.2068,0.3258
362,0.3258,0.2723,0.0143,0.2037,0.3258
363,0.3258,0.2723,0.0143,0.215,0.3258
364,0.3258,0.2724,0.0143,0.2111,0.3258
365,0.3258,0.2724,0.0143,0.2061,0.3258
366,0.3258,0.2724,0.0144,0.2037,0.3258
367,0.3258,0.2725,0.0146,0.2135,0.3258
368,0.3258,0.2725,0.0145,0.2135,0.3258
369,0.3258,0.2725,0.0146,0.2061,0.3258
370,0.3258,0.2727,0.0145,0.2135,0.3258
371,0.3258,0.2726,0.0145,0.2085,0.3258
372,0.3258,0.2727,0.0146,0.2085,0.3258
373,0.3258,0.2727,0.0146,0.2175,0.3258
374,0.3258,0.2726,0.0146,0.2012,0.3258
375,0.3258,0.2727,0.0147,0.211,0.3258
376,0.3258,0.2727,0.0147,0.211,0.3258
377,0.3258,0.2728,0.0146,0.2126,0.3258
378,0.3258,0.2728,0.0148,0.2077,0.3258
379,0.3258,0.2729,0.0146,0.2135,0.3258
380,0.3258,0.2729,0.0146,0.2135,0.3258
381,0.3258,0.273,0.0146,0.2077,0.3258
382,0.3258,0.273,0.0146,0.2135,0.3258
383,0.3258,0.273,0.0147,0.2093,0.3258
384,0.3258,0.2731,0.0146,0.2143,0.3258
385,0.3258,0.2731,0.0146,0.2093,0.3258
386,0.3258,0.273,0.0146,0.2021,0.3258
387,0.3258,0.2731,0.0147,0.2126,0.3258
388,0.3258,0.2731,0.0147,0.2085,0.3258
389,0.3258,0.2729,0.0149,0.2094,0.3258
390,0.3258,0.2731,0.0148,0.2126,0.3258
391,0.3258,0.2732,0.0148,0.2044,0.3258
392,0.3258,0.2732,0.0147,0.2044,0.3258
393,0.3258,0.2732,0.0147,0.2085,0.3258
394,0.3258,0.2732,0.0147,0.2069,0.3258
395,0.3258,0.2733,0.0147,0.202,0.3258
396,0.3258,0.2732,0.0147,0.2167,0.3258
397,0.3258,0.2733,0.0146,0.2158,0.3258
398,0.3258,0.2733,0.0146,0.2102,0.3258
399,0.3258,0.2732,0.0146,0.2118,0.3258
400,0.3258,0.2732,0.0146,0.2118,0.3258
401,0.3258,0.2731,0.0146,0.2093,0.3258
402,0.3258,0.2733,0.0145,0.1987,0.3258
403,0.3258,0.2733,0.0146,0.2175,0.3258
404,0.3258,0.2733,0.0146,0.2126,0.3258
405,0.3258,0.2734,0.0146,0.215,0.3258
406,0.3258,0.2733,0.0146,0.2053,0.3258
407,0.3258,0.2733,0.0146,0.2118,0.3258
408,0.3258,0.2733,0.0146,0.2119,0.3258
409,0.3258,0.2734,0.0147,0.215,0.3258
410,0.3258,0.2734,0.0146,0.2135,0.3258
411,0.3258,0.2734,0.0147,0.2004,0.3258
412,0.3258,0.2736,0.0146,0.2069,0.3258
413,0.3258,0.2737,0.0146,0.2044,0.3258
414,0.3258,0.2737,0.0147,0.2182,0.3258
415,0.3258,0.2736,0.0147,0.2159,0.3258
416,0.3258,0.2735,0.0147,0.2158,0.3258
417,0.3258,0.2735,0.0147,0.2044,0.3258
418,0.3258,0.2735,0.0146,0.2101,0.3258
419,0.3258,0.2735,0.0147,0.2077,0.3258
420,0.3258,0.2736,0.0147,0.2102,0.3258
421,0.3258,0.2735,0.0147,0.2045,0.3258
422,0.3258,0.2736,0.0147,0.2207,0.3258
423,0.3258,0.2737,0.0147,0.215,0.3258
424,0.3258,0.2739,0.0147,0.2093,0.3258
425,0.3258,0.2738,0.0148,0.215,0.3258
426,0.3258,0.2739,0.0147,0.211,0.3258
427,0.3258,0.274,0.0149,0.2085,0.3258
428,0.3258,0.2741,0.0147,0.2135,0.3258
429,0.3258,0.2739,0.0148,0.2093,0.3258
430,0.3258,0.2741,0.0147,0.2174,0.3258
431,0.3258,0.2741,0.0147,0.2093,0.3258
432,0.3258,0.2742,0.0147,0.215,0.3258
433,0.3258,0.2742,0.0147,0.2167,0.3258
434,0.3258,0.2743,0.0147,0.2183,0.3258
435,0.3258,0.2743,0.0147,0.2085,0.3258
436,0.3258,0.2745,0.0147,0.2102,0.3258
437,0.3258,0.2744,0.0146,0.2135,0.3258
438,0.3258,0.2744,0.0146,0.215,0.3258
439,0.3258,0.2745,0.0148,0.2094,0.3258
440,0.3258,0.2746,0.0146,0.2044,0.3258
441,0.3258,0.2745,0.0146,0.2102,0.3258
442,0.3258,0.2746,0.0148,0.2085,0.3258
443,0.3258,0.2748,0.0148,0.2126,0.3258
444,0.3258,0.2747,0.0149,0.211,0.3258
445,0.3258,0.2748,0.0148,0.2126,0.3258
446,0.3258,0.2748,0.0148,0.2126,0.3258
447,0.3258,0.2749,0.0147,0.2135,0.3258
448,0.3258,0.2747,0.0148,0.2094,0.3258
449,0.3258,0.2748,0.0149,0.2094,0.3258
450,0.3258,0.2748,0.0149,0.2044,0.3258
451,0.3258,0.2748,0.0149,0.211,0.3258
452,0.3258,0.275,0.0149,0.2094,0.3258
453,0.3258,0.2751,0.0149,0.2029,0.3258
454,0.3258,0.2752,0.0148,0.2175,0.3258
455,0.3258,0.2752,0.0149,0.2085,0.3258
456,0.3258,0.2752,0.0149,0.2199,0.3258
457,0.3258,0.2751,0.0148,0.2093,0.3258
458,0.3258,0.2752,0.0146,0.2208,0.3258
459,0.3266,0.2752,0.0147,0.2126,0.3266
460,0.3266,0.2752,0.0146,0.2061,0.3266
461,0.3266,0.2752,0.0147,0.215,0.3266
462,0.3266,0.2752,0.0148,0.206,0.3266
463,0.3266,0.2753,0.0148,0.2052,0.3266
464,0.3266,0.2753,0.0148,0.2158,0.3266
465,0.3266,0.2754,0.0149,0.2102,0.3266
466,0.3266,0.2753,0.0151,0.2101,0.3266
467,0.3266,0.2754,0.0149,0.2119,0.3266
468,0.3266,0.2754,0.015,0.2077,0.3266
469,0.3266,0.2754,0.015,0.2029,0.3266
470,0.3266,0.2754,0.015,0.2126,0.3266
471,0.3266,0.2754,0.0149,0.2012,0.3266
472,0.3266,0.2754,0.015,0.2167,0.3266
473,0.3266,0.2752,0.0151,0.2069,0.3266
474,0.3266,0.2753,0.0151,0.2053,0.3266
475,0.3266,0.2753,0.015,0.2127,0.3266
476,0.3266,0.2754,0.015,0.2135,0.3266
477,0.3266,0.2755,0.015,0.2216,0.3266
478,0.3266,0.2754,0.0151,0.2127,0.3266
479,0.3266,0.2754,0.015,0.2158,0.3266
480,0.3266,0.2753,0.0151,0.2135,0.3266
481,0.3266,0.2754,0.0152,0.2037,0.3266
482,0.3266,0.2754,0.0151,0.2175,0.3266
483,0.3266,0.2755,0.015,0.2069,0.3266
484,0.3266,0.2754,0.0151,0.2118,0.3266
485,0.3266,0.2754,0.015,0.2126,0.3266
486,0.3266,0.2755,0.0151,0.2126,0.3266
487,0.3266,0.2755,0.015,0.2044,0.3266
488,0.3266,0.2755,0.015,0.2101,0.3266
489,0.3266,0.2757,0.0148,0.2102,0.3266
490,0.3266,0.2756,0.0148,0.2135,0.3266
491,0.3266,0.2756,0.0148,0.215,0.3266
492,0.3266,0.2755,0.0148,0.2126,0.3266
493,0.3266,0.2755,0.0148,0.2126,0.3266
494,0.3266,0.2756,0.0148,0.189,0.3266
495,0.3266,0.2756,0.0148,0.202,0.3266
496,0.3266,0.2756,0.0148,0.2077,0.3266
497,0.3266,0.2755,0.0148,0.2158,0.3266
498,0.3266,0.2756,0.0148,0.2069,0.3266
499,0.3266,0.2757,0.0147,0.2052,0.3266
500,0.3266,0.2757,0.0147,0.2134,0.3266
501,0.3266,0.2757,0.0148,0.2174,0.3266
502,0.3266,0.2755,0.0148,0.2143,0.3266
503,0.3266,0.2757,0.0149,0.2166,0.3266
504,0.3266,0.2759,0.0146,0.2029,0.3266
505,0.3266,0.2759,0.0146,0.211,0.3266
506,0.3266,0.2761,0.0146,0.2053,0.3266
507,0.3266,0.2759,0.0145,0.211,0.3266
508,0.3266,0.276,0.0146,0.2191,0.3266
509,0.3266,0.2759,0.0146,0.2166,0.3266
510,0.3266,0.276,0.0145,0.2012,0.3266
511,0.3266,0.276,0.0145,0.2191,0.3266
512,0.3266,0.276,0.0144,0.2191,0.3266
513,0.3266,0.276,0.0145,0.202,0.3266
514,0.3266,0.276,0.0144,0.2191,0.3266
515,0.3266,0.2759,0.0144,0.2094,0.3266
516,0.3266,0.2758,0.0145,0.211,0.3266
517,0.3266,0.2758,0.0145,0.2135,0.3266
518,0.3266,0.2758,0.0144,0.2159,0.3266
519,0.3307,0.2759,0.0144,0.2127,0.3307
520,0.3307,0.2758,0.0143,0.2174,0.3307
521,0.3307,0.2758,0.0143,0.2102,0.3307
522,0.3307,0.2757,0.0143,0.2175,0.3307
523,0.3307,0.2756,0.0144,0.2175,0.3307
524,0.3307,0.2757,0.0144,0.2052,0.3307
