Generation,Mean,Std,Min,Max
1,-0.0396,0.0033,-0.0466,-0.0286
2,-0.0437,0.0032,-0.0507,-0.0286
3,-0.0459,0.0027,-0.0507,-0.0286
4,-0.0473,0.0025,-0.0524,-0.0286
5,-0.048,0.0024,-0.0532,-0.0286
6,-0.0485,0.0024,-0.0532,-0.0286
7,-0.0489,0.0024,-0.0548,-0.0286
8,-0.0492,0.0024,-0.054,-0.0286
9,-0.0492,0.0025,-0.0548,-0.0286
10,-0.0492,0.0025,-0.0548,-0.0286
11,-0.0491,0.0026,-0.0565,-0.0286
12,-0.049,0.0025,-0.054,-0.0286
13,-0.0488,0.0024,-0.0556,-0.0286
14,-0.0488,0.0023,-0.054,-0.0286
15,-0.0487,0.0024,-0.0532,-0.0286
16,-0.0485,0.0024,-0.0548,-0.0286
17,-0.0483,0.0024,-0.0548,-0.0286
18,-0.0481,0.0025,-0.054,-0.0286
19,-0.0478,0.0025,-0.0548,-0.0286
20,-0.0476,0.0024,-0.0532,-0.0286
21,-0.0472,0.0025,-0.0532,-0.0286
22,-0.0468,0.0025,-0.0532,-0.0286
23,-0.0465,0.0024,-0.0516,-0.0286
24,-0.0461,0.0024,-0.0516,-0.0286
25,-0.0459,0.0025,-0.0516,-0.0286
26,-0.0456,0.0023,-0.0516,-0.0286
27,-0.0454,0.0024,-0.0507,-0.0286
28,-0.0452,0.0024,-0.0507,-0.0286
29,-0.0449,0.0024,-0.0499,-0.0286
30,-0.0448,0.0024,-0.0499,-0.0286
31,-0.0445,0.0026,-0.0507,-0.0286
32,-0.044,0.0026,-0.0499,-0.0286
33,-0.0436,0.0027,-0.0499,-0.0286
34,-0.0429,0.0027,-0.0499,-0.0286
35,-0.0424,0.0026,-0.0491,-0.0286
36,-0.0419,0.0026,-0.0491,-0.0286
37,-0.0415,0.0026,-0.0475,-0.0286
38,-0.0408,0.0027,-0.0475,-0.0286
39,-0.0403,0.0025,-0.0458,-0.0286
40,-0.0399,0.0025,-0.0458,-0.0286
41,-0.0396,0.0026,-0.045,-0.0286
42,-0.0391,0.0025,-0.045,-0.0286
43,-0.0387,0.0026,-0.0458,-0.0286
44,-0.0382,0.0025,-0.0458,-0.0278
45,-0.0377,0.0025,-0.045,-0.0278
46,-0.0373,0.0026,-0.0483,-0.0278
47,-0.0369,0.0024,-0.0475,-0.0278
48,-0.0366,0.0023,-0.0417,-0.0278
49,-0.0363,0.0024,-0.0417,-0.0262
50,-0.036,0.0025,-0.0426,-0.0262
51,-0.0357,0.0025,-0.0442,-0.0262
52,-0.0353,0.0025,-0.0417,-0.0262
53,-0.035,0.0024,-0.0409,-0.0262
54,-0.0347,0.0024,-0.0409,-0.0262
55,-0.0345,0.0023,-0.0393,-0.0254
56,-0.0342,0.0024,-0.0409,-0.0254
57,-0.0339,0.0024,-0.0409,-0.0237
58,-0.0336,0.0025,-0.0393,-0.0213
59,-0.0334,0.0025,-0.0401,-0.0213
60,-0.0331,0.0024,-0.0401,-0.0213
61,-0.0328,0.0024,-0.0385,-0.0213
62,-0.0324,0.0025,-0.0409,-0.0213
63,-0.0322,0.0024,-0.0376,-0.0213
64,-0.032,0.0025,-0.0393,-0.0213
65,-0.0317,0.0025,-0.0385,-0.0213
66,-0.0314,0.0025,-0.0376,-0.0213
67,-0.0311,0.0024,-0.0376,-0.0213
68,-0.0309,0.0024,-0.036,-0.0213
69,-0.0306,0.0025,-0.0368,-0.0213
70,-0.0302,0.0023,-0.036,-0.0213
71,-0.03,0.0023,-0.0368,-0.0213
72,-0.0298,0.0024,-0.0368,-0.0213
73,-0.0296,0.0023,-0.0368,-0.0213
74,-0.0294,0.0023,-0.036,-0.0188
75,-0.0293,0.0024,-0.0344,-0.0188
76,-0.0291,0.0024,-0.0352,-0.0188
77,-0.0288,0.0024,-0.0352,-0.0188
78,-0.0285,0.0024,-0.0344,-0.0188
79,-0.0283,0.0023,-0.0344,-0.0188
80,-0.0281,0.0024,-0.0344,-0.018
81,-0.0279,0.0025,-0.036,-0.018
82,-0.0278,0.0024,-0.0352,-0.018
83,-0.0275,0.0025,-0.0344,-0.0172
84,-0.0273,0.0024,-0.0327,-0.0172
85,-0.0271,0.0025,-0.0336,-0.0172
86,-0.027,0.0025,-0.0327,-0.0164
87,-0.0271,0.0025,-0.0327,-0.0164
88,-0.027,0.0026,-0.0336,-0.0147
89,-0.0269,0.0025,-0.0344,-0.0147
90,-0.0266,0.0025,-0.0327,-0.0147
91,-0.0265,0.0026,-0.0327,-0.0147
92,-0.0265,0.0024,-0.0319,-0.0147
93,-0.0264,0.0024,-0.0327,-0.0147
94,-0.0262,0.0025,-0.0336,-0.0147
95,-0.0259,0.0026,-0.0319,-0.0147
96,-0.0259,0.0025,-0.0319,-0.0147
97,-0.0257,0.0026,-0.0319,-0.0147
98,-0.0255,0.0026,-0.0327,-0.0147
99,-0.0254,0.0026,-0.0311,-0.0147
100,-0.0252,0.0027,-0.0311,-0.0147
101,-0.025,0.0027,-0.0319,-0.0147
102,-0.0249,0.0025,-0.0319,-0.0147
103,-0.0248,0.0027,-0.0319,-0.0147
104,-0.0246,0.0026,-0.0311,-0.0147
105,-0.0245,0.0026,-0.0319,-0.0147
106,-0.0243,0.0026,-0.0311,-0.0139
107,-0.0241,0.0026,-0.0303,-0.0139
108,-0.0241,0.0025,-0.0319,-0.0139
109,-0.0241,0.0026,-0.0311,-0.0139
110,-0.0241,0.0025,-0.0303,-0.0139
111,-0.0242,0.0027,-0.0303,-0.0131
112,-0.0243,0.0028,-0.0303,-0.0131
113,-0.0241,0.0029,-0.0311,-0.0131
114,-0.024,0.0027,-0.0303,-0.0131
115,-0.0238,0.0027,-0.0303,-0.0131
116,-0.0236,0.0028,-0.0303,-0.0131
117,-0.0235,0.0028,-0.0303,-0.0131
118,-0.0235,0.0026,-0.0295,-0.0131
119,-0.0233,0.0027,-0.0303,-0.0131
120,-0.0232,0.0027,-0.0303,-0.0131
121,-0.0232,0.0026,-0.0295,-0.0131
122,-0.0231,0.0027,-0.0303,-0.0131
123,-0.0231,0.0026,-0.0295,-0.0123
124,-0.0228,0.0027,-0.0286,-0.0123
125,-0.0226,0.0029,-0.0295,-0.0123
126,-0.0225,0.0029,-0.0311,-0.0123
127,-0.0222,0.0028,-0.0278,-0.0123
128,-0.0221,0.0027,-0.0295,-0.0123
129,-0.0218,0.0028,-0.0278,-0.0123
130,-0.022,0.0025,-0.0278,-0.0123
131,-0.0219,0.0025,-0.0295,-0.0123
132,-0.0221,0.0026,-0.0278,-0.0123
133,-0.0222,0.0027,-0.0286,-0.0106
134,-0.0222,0.0027,-0.0295,-0.0106
135,-0.0222,0.0029,-0.0295,-0.0106
136,-0.0222,0.0027,-0.0286,-0.0106
137,-0.022,0.0027,-0.0303,-0.0106
138,-0.0222,0.0026,-0.0278,-0.0106
139,-0.0225,0.0026,-0.0286,-0.0106
140,-0.0224,0.0027,-0.0286,-0.0106
141,-0.0224,0.0028,-0.0303,-0.0106
142,-0.0223,0.0028,-0.0295,-0.0106
143,-0.0222,0.0029,-0.0286,-0.0098
144,-0.0222,0.0029,-0.0286,-0.0098
145,-0.022,0.0029,-0.0303,-0.0098
146,-0.0221,0.0028,-0.0295,-0.0098
147,-0.022,0.0028,-0.0295,-0.0098
148,-0.0221,0.0026,-0.0295,-0.0098
149,-0.0222,0.0028,-0.0286,-0.0098
150,-0.0224,0.0029,-0.0295,-0.0098
151,-0.0223,0.0028,-0.0278,-0.0098
152,-0.0221,0.0029,-0.0278,-0.0098
153,-0.0223,0.0029,-0.0295,-0.0098
154,-0.0221,0.0029,-0.0295,-0.0098
155,-0.0223,0.003,-0.0295,-0.0098
156,-0.0221,0.003,-0.0303,-0.0098
157,-0.022,0.003,-0.0295,-0.0098
158,-0.022,0.0029,-0.0286,-0.0098
159,-0.0221,0.0029,-0.0295,-0.0098
160,-0.022,0.0031,-0.0295,-0.0098
161,-0.022,0.0029,-0.0295,-0.0098
162,-0.022,0.003,-0.0286,-0.0098
163,-0.0218,0.0028,-0.0295,-0.0098
164,-0.022,0.0029,-0.0303,-0.0098
165,-0.0218,0.0029,-0.0286,-0.0098
166,-0.0219,0.0028,-0.0295,-0.0098
167,-0.0219,0.0031,-0.0295,-0.0098
168,-0.0219,0.0031,-0.0319,-0.0098
169,-0.0218,0.003,-0.0303,-0.0098
170,-0.0219,0.0029,-0.0286,-0.0098
171,-0.0218,0.003,-0.0286,-0.0098
172,-0.0217,0.0032,-0.0286,-0.0098
173,-0.0217,0.0031,-0.0286,-0.0098
174,-0.0217,0.0032,-0.0295,-0.0098
175,-0.0218,0.0031,-0.0295,-0.0098
176,-0.0216,0.0031,-0.0295,-0.0098
177,-0.0214,0.003,-0.0286,-0.0098
178,-0.0214,0.003,-0.0295,-0.0098
179,-0.0215,0.0031,-0.0286,-0.0098
180,-0.0215,0.0031,-0.0286,-0.0098
181,-0.0215,0.0031,-0.0295,-0.0098
182,-0.0217,0.0029,-0.0278,-0.0098
183,-0.0215,0.0031,-0.0286,-0.0098
184,-0.0213,0.0032,-0.0286,-0.009
185,-0.0211,0.0032,-0.0295,-0.009
186,-0.0211,0.0032,-0.0311,-0.009
187,-0.0209,0.0032,-0.0286,-0.009
188,-0.021,0.0031,-0.0286,-0.009
189,-0.0211,0.0031,-0.0303,-0.009
