Generation,Mean,Std,Min,Max
1,-0.0377,0.0022,-0.0445,-0.0275
2,-0.0368,0.002,-0.0422,-0.0275
3,-0.0361,0.0019,-0.0406,-0.0275
4,-0.0355,0.002,-0.0426,-0.0275
5,-0.0348,0.002,-0.0403,-0.0249
6,-0.0342,0.002,-0.0386,-0.0249
7,-0.0336,0.002,-0.0386,-0.0249
8,-0.0332,0.0019,-0.038,-0.0249
9,-0.0326,0.002,-0.0386,-0.0249
10,-0.032,0.002,-0.039,-0.0209
11,-0.0313,0.002,-0.0373,-0.0209
12,-0.0306,0.002,-0.037,-0.0209
13,-0.0299,0.0022,-0.0393,-0.0209
14,-0.029,0.0022,-0.0347,-0.0209
15,-0.0282,0.0021,-0.0337,-0.0206
16,-0.0273,0.0021,-0.034,-0.0183
17,-0.0265,0.0019,-0.0318,-0.0183
18,-0.0258,0.0019,-0.0311,-0.0183
19,-0.0251,0.0018,-0.0308,-0.0183
20,-0.0245,0.0018,-0.0295,-0.0183
21,-0.0239,0.0018,-0.0288,-0.0177
22,-0.0233,0.0019,-0.0285,-0.0177
23,-0.0226,0.0019,-0.0275,-0.0164
24,-0.0219,0.002,-0.0272,-0.0144
25,-0.0213,0.0019,-0.0265,-0.0144
26,-0.0205,0.0018,-0.0249,-0.0141
27,-0.0199,0.0019,-0.0245,-0.0128
28,-0.0192,0.002,-0.0255,-0.0124
29,-0.0185,0.0019,-0.0242,-0.0124
30,-0.0179,0.0019,-0.0236,-0.0115
31,-0.0173,0.0019,-0.0223,-0.0105
32,-0.0167,0.002,-0.0216,-0.0105
33,-0.0161,0.002,-0.0209,-0.0098
34,-0.0154,0.0021,-0.0219,-0.0095
35,-0.0147,0.0019,-0.0209,-0.0095
36,-0.0142,0.002,-0.0219,-0.0049
37,-0.0137,0.002,-0.0193,-0.0049
38,-0.0133,0.0019,-0.0187,-0.0049
39,-0.0127,0.002,-0.02,-0.0049
40,-0.0122,0.002,-0.0177,-0.0049
41,-0.0117,0.002,-0.0177,-0.0049
42,-0.0113,0.0021,-0.0183,-0.0049
43,-0.0108,0.002,-0.0177,-0.0043
44,-0.0104,0.002,-0.016,-0.0039
45,-0.0098,0.002,-0.0154,-0.0036
46,-0.0093,0.002,-0.0173,-0.0033
47,-0.0087,0.002,-0.0151,-0.002
48,-0.0084,0.0021,-0.0137,-0.002
49,-0.0077,0.002,-0.0137,0.001
50,-0.0072,0.0021,-0.0134,0.001
51,-0.0067,0.002,-0.0128,0.001
52,-0.0063,0.0021,-0.0141,0.001
53,-0.0058,0.0021,-0.0115,0.0013
54,-0.0053,0.002,-0.0121,0.0013
55,-0.0048,0.0021,-0.0111,0.0013
56,-0.0045,0.0022,-0.0115,0.0013
57,-0.004,0.0021,-0.0088,0.0013
58,-0.0036,0.002,-0.0085,0.0023
59,-0.0032,0.002,-0.0088,0.0023
60,-0.0028,0.002,-0.0082,0.0029
61,-0.0026,0.0019,-0.0088,0.0029
62,-0.0024,0.002,-0.0098,0.0029
63,-0.0021,0.0019,-0.0082,0.0029
64,-0.0018,0.0019,-0.0082,0.0029
65,-0.0016,0.0019,-0.0072,0.0036
66,-0.0013,0.0019,-0.0062,0.0039
67,-0.0011,0.0019,-0.0062,0.0039
68,-0.0008,0.002,-0.0072,0.0039
69,-0.0006,0.0019,-0.0062,0.0043
70,-0.0004,0.0019,-0.0062,0.0043
71,-0.0001,0.0018,-0.0075,0.0043
72,-0.0,0.0019,-0.0072,0.0046
73,0.0002,0.0018,-0.0072,0.0059
74,0.0003,0.0018,-0.0065,0.0059
75,0.0005,0.0018,-0.0065,0.0059
76,0.0007,0.0018,-0.0049,0.0059
77,0.0008,0.0018,-0.0056,0.0059
78,0.0008,0.0018,-0.0059,0.0059
79,0.001,0.0017,-0.0043,0.0059
80,0.0012,0.0017,-0.0049,0.0059
81,0.0012,0.0018,-0.0043,0.0059
82,0.0013,0.0018,-0.0039,0.0059
83,0.0014,0.0019,-0.0056,0.0069
84,0.0016,0.0017,-0.0033,0.0069
85,0.0016,0.0018,-0.0039,0.0069
86,0.0016,0.0018,-0.0039,0.0069
87,0.0018,0.0019,-0.0043,0.0075
88,0.0019,0.0019,-0.0039,0.0075
89,0.0019,0.002,-0.0043,0.0075
90,0.0022,0.002,-0.0043,0.0075
91,0.0024,0.0019,-0.0026,0.0075
92,0.0025,0.0019,-0.0039,0.0075
93,0.0026,0.0019,-0.0029,0.0075
94,0.0027,0.002,-0.0036,0.0075
95,0.0031,0.0019,-0.0033,0.0075
96,0.0031,0.0019,-0.0029,0.0075
97,0.0032,0.0019,-0.0016,0.0075
98,0.0034,0.0018,-0.0026,0.0075
99,0.0035,0.0018,-0.0033,0.0075
100,0.0036,0.0018,-0.002,0.0075
101,0.0037,0.0018,-0.0023,0.0079
102,0.0037,0.0018,-0.0036,0.0079
103,0.0038,0.0019,-0.0029,0.0079
104,0.0038,0.0017,-0.0029,0.0079
105,0.0037,0.0019,-0.0029,0.0082
106,0.0039,0.0017,-0.0029,0.0082
107,0.004,0.0017,-0.0016,0.0082
108,0.0041,0.0017,-0.0026,0.0082
