Generation,Mean,Std,Min,Max
1,-0.0398,0.0031,-0.0466,-0.027
2,-0.1485,0.0188,-0.1989,-0.027
3,-0.1503,0.0183,-0.2093,-0.027
4,-0.1498,0.0179,-0.1979,-0.027
5,-0.1481,0.0176,-0.2013,-0.027
6,-0.1479,0.0182,-0.1989,-0.027
7,-0.1474,0.0176,-0.1898,-0.027
8,-0.149,0.0178,-0.2128,-0.027
9,-0.1489,0.0174,-0.1874,-0.027
10,-0.1496,0.0171,-0.2081,-0.027
11,-0.1482,0.0175,-0.1942,-0.027
12,-0.1487,0.0186,-0.1977,-0.027
13,-0.148,0.0171,-0.1982,-0.027
14,-0.1469,0.0191,-0.1955,-0.027
15,-0.1481,0.0173,-0.192,-0.027
16,-0.1481,0.0178,-0.2023,-0.027
17,-0.1476,0.0176,-0.191,-0.027
18,-0.1477,0.0176,-0.2035,-0.027
19,-0.1486,0.018,-0.1924,-0.027
20,-0.1479,0.0184,-0.1955,-0.027
21,-0.1479,0.0173,-0.1941,-0.027
22,-0.1482,0.0176,-0.2109,-0.027
23,-0.1484,0.0172,-0.1896,-0.027
24,-0.1488,0.0177,-0.1967,-0.027
25,-0.148,0.0178,-0.2063,-0.027
26,-0.1487,0.0191,-0.2039,-0.027
27,-0.1489,0.0174,-0.1934,-0.027
28,-0.1488,0.0184,-0.2001,-0.027
29,-0.1472,0.018,-0.1884,-0.027
30,-0.1469,0.0178,-0.1946,-0.027
31,-0.1491,0.0177,-0.1955,-0.027
32,-0.1471,0.0181,-0.2039,-0.027
33,-0.1485,0.0178,-0.2063,-0.027
34,-0.1479,0.0181,-0.1924,-0.027
35,-0.1471,0.0188,-0.1932,-0.027
36,-0.1492,0.0176,-0.1991,-0.027
37,-0.1474,0.0179,-0.1979,-0.027
38,-0.1484,0.0172,-0.2023,-0.027
39,-0.1495,0.0173,-0.1932,-0.027
40,-0.1472,0.0181,-0.1965,-0.027
41,-0.1487,0.0182,-0.2057,-0.027
42,-0.1472,0.0183,-0.1965,-0.027
43,-0.1492,0.0182,-0.2144,-0.027
44,-0.1487,0.0174,-0.1999,-0.027
45,-0.148,0.0178,-0.2023,-0.027
46,-0.1484,0.0173,-0.1884,-0.027
47,-0.1474,0.0178,-0.1989,-0.027
48,-0.1481,0.018,-0.1946,-0.027
49,-0.1475,0.0176,-0.1944,-0.027
50,-0.1484,0.0172,-0.1942,-0.027
51,-0.1483,0.0194,-0.2069,-0.027
52,-0.1472,0.0181,-0.2051,-0.027
53,-0.1473,0.0183,-0.2017,-0.027
54,-0.1468,0.0172,-0.1942,-0.027
55,-0.1498,0.0175,-0.2085,-0.027
56,-0.1486,0.0181,-0.1898,-0.027
57,-0.1482,0.0174,-0.1918,-0.027
58,-0.1463,0.0181,-0.2003,-0.027
59,-0.1495,0.0177,-0.2027,-0.027
60,-0.148,0.0182,-0.1912,-0.027
61,-0.1478,0.0182,-0.1977,-0.027
62,-0.1504,0.0178,-0.2023,-0.027
63,-0.1479,0.0179,-0.2037,-0.027
64,-0.1482,0.0186,-0.1918,-0.027
65,-0.1474,0.0174,-0.2069,-0.027
66,-0.1487,0.0174,-0.1918,-0.027
67,-0.1488,0.0184,-0.2095,-0.027
68,-0.1481,0.0172,-0.2162,-0.027
69,-0.1487,0.0189,-0.2011,-0.027
70,-0.1488,0.0179,-0.2039,-0.027
71,-0.1485,0.0178,-0.1942,-0.027
72,-0.1486,0.0171,-0.1906,-0.027
73,-0.1484,0.0179,-0.1989,-0.027
74,-0.1476,0.0177,-0.1968,-0.027
75,-0.1491,0.018,-0.193,-0.027
76,-0.1484,0.0175,-0.1981,-0.027
