Total execution time (s),Total execution time (min),Average time per run (s),Average time per run (min),Fastest run (s),Fastest run (min),Slowest run (s),Slowest run (min),Standard deviation (s)
3050.7277069091797,50.84546178181966,101.69053418636322,1.6948422364393871,89.45097208023071,1.490849534670512,136.8100438117981,2.2801673968633014,9.877787385412292
