Total execution time (s),Total execution time (min),Average time per run (s),Average time per run (min),Fastest run (s),Fastest run (min),Slowest run (s),Slowest run (min),Standard deviation (s)
2715.1336386203766,45.25222731033961,90.50393675963083,1.5083989459938472,88.50615811347961,1.4751026352246603,99.4661111831665,1.6577685197194418,1.9252339517327706
