Total execution time (s),Total execution time (min),Average time per run (s),Average time per run (min),Fastest run (s),Fastest run (min),Slowest run (s),Slowest run (min),Standard deviation (s)
2799.2523119449615,46.65420519908269,93.30806632836659,1.55513443880611,88.26810646057129,1.471135107676188,107.0111358165741,1.7835189302762349,4.934071943677056
