Strategy 1,Strategy 2,Strategy 3,Strategy 4,Strategy 5,Strategy 6,Strategy 7
0.17431850789096126,0.18165152239757698,0.18165152239757698,0.18085445560337954,0.18085445560337954,0.18332536266539134,0.18332536266539134
0.1775864817471704,0.18165152239757698,0.18332536266539134,0.18739040331579782,0.18085445560337954,0.18332536266539134,0.18332536266539134
0.18165152239757698,0.18332536266539134,0.18332536266539134,0.18739040331579782,0.18659333652160048,0.18332536266539134,0.18332536266539134
0.19065837717200695,0.18332536266539134,0.18332536266539134,0.18739040331579782,0.18659333652160048,0.19065837717200695,0.18571656304798345
0.19065837717200695,0.18332536266539134,0.18332536266539134,0.18739040331579782,0.18659333652160048,0.19065837717200695,0.18571656304798345
0.19065837717200695,0.18332536266539134,0.18986131037780973,0.18739040331579782,0.18659333652160048,0.19065837717200695,0.18571656304798345
0.19065837717200695,0.18739040331579782,0.18986131037780973,0.18739040331579782,0.1889845369041926,0.2012593655348318,0.18571656304798345
0.19799139167862267,0.19225251076040173,0.1914554439662044,0.18739040331579782,0.1889845369041926,0.2012593655348318,0.18571656304798345
0.19799139167862267,0.2012593655348318,0.19225251076040173,0.18818747010999526,0.19065837717200695,0.2012593655348318,0.18571656304798345
0.19799139167862267,0.2012593655348318,0.19225251076040173,0.19065837717200695,0.19065837717200695,0.2012593655348318,0.18571656304798345
